IP,TimeStamp,URL,Status
10.130.2.1,2017-12-15 17:07:22,GET /contestshowcode.php?id=392&nm=dhruba_1603088&cn=16 HTTP/1.1,403
10.131.2.1,2017-11-25 18:22:08,GET /contestsubmission.php?id=3 HTTP/1.1,403
10.130.2.1,2017-11-22 05:58:19,GET /editcontest.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,400
10.128.2.1,2017-11-30 15:53:42,GET /details.php?name=Magic%20Square&cod=13 HTTP/1.1,400
10.129.2.1,2017-11-30 09:56:48,GET /description.php?id=78 HTTP/1.1,400
10.131.0.1,2017-11-20 04:47:04,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,2017-11-30 12:16:52,GET /details.php?id=45 HTTP/1.1,400
10.131.0.1,2018-01-29 20:18:10,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,2017-12-02 19:28:58,GET /js/vendor/moment.min.js HTTP/1.1,200
10.129.2.1,2017-11-25 18:28:04,GET /editcontestproblem.php?id=42 HTTP/1.1,200
10.130.2.1,2017-11-25 21:39:58,GET /profile.php?user=utshab_1603022 HTTP/1.1,401
10.130.2.1,2017-12-18 04:39:09,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1,2018-01-29 20:27:55,GET /contestsubmission.php?id=16&show=Tasnim_1610007 HTTP/1.1,403
10.128.2.1,2018-01-29 20:23:50,GET /login.php HTTP/1.1,200
10.131.2.1,2017-11-21 09:24:39,GET /css/normalize.css HTTP/1.1,200
10.130.2.1,2017-11-30 13:15:21,GET /archive.php HTTP/1.1,200
10.131.0.1,2017-11-08 10:03:30,GET / HTTP/1.1,302
10.130.2.1,2017-11-30 12:33:21,GET /showcode.php?id=294&nm=Rakib_1603065 HTTP/1.1,401
10.131.0.1,2017-11-30 14:28:32,GET /fonts/fontawesome-webfont.eot?v=4.6.3 HTTP/1.1,403
10.128.2.1,2017-11-30 16:15:15,GET /css/bootstrap.min.css HTTP/1.1,200
10.128.2.1,2017-11-19 06:52:42,GET /description.php?id=77 HTTP/1.1,401
10.128.2.1,2017-11-29 18:22:39,GET /description.php HTTP/1.0,403
10.128.2.1,2018-01-29 20:17:54,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,2017-12-03 14:42:18,GET /profile.php?user=Shawon HTTP/1.1,401
10.129.2.1,2017-11-30 12:27:38,GET /details.php?name=Matrix%20For%20My%20Valentine%20&cod=16 HTTP/1.1,401
10.131.2.1,2017-11-13 10:22:53,GET /profile.php?user=FFIsty_1603011 HTTP/1.1,403
10.131.0.1,2017-11-30 11:55:41,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.130.2.1,2018-01-29 20:23:24,GET /login.php HTTP/1.1,200
10.128.2.1,2017-11-30 15:02:58,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1,2017-11-12 19:43:35,GET /login.php HTTP/1.1,200
10.131.2.1,2017-11-25 18:22:08,GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1,401
10.128.2.1,2017-12-03 14:31:15,GET /contestsubmission.php?id=14&show=bruce HTTP/1.1,400
10.128.2.1,2017-11-13 13:03:21,GET /allsubmission.php?page=2 HTTP/1.1,401
10.128.2.1,2018-01-29 20:20:52,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.129.2.1,2017-11-30 15:53:13,GET /login.php HTTP/1.1,200
10.131.0.1,2017-11-18 07:14:39,GET /description.php?name=The%20Triangle HTTP/1.1,403
10.128.2.1,2017-11-30 12:14:07,GET /css/main.css HTTP/1.1,200
10.128.2.1,2018-01-29 20:18:35,GET /home.php HTTP/1.1,302
10.130.2.1,2017-11-30 16:45:21,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,2018-01-29 20:18:00,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,2017-11-30 15:55:20,GET /profile.php?user=bruce HTTP/1.1,200
10.131.0.1,2017-11-30 15:19:22,GET /contestsubmit.php?id=42 HTTP/1.1,200
10.128.2.1,2017-11-30 17:36:56,GET /login.php?value=fail HTTP/1.1,200
10.130.2.1,2017-11-30 13:04:27,GET /js/jquery.min.js HTTP/1.1,400
10.129.2.1,2017-12-03 10:19:50,GET /contestsubmission.php?id=16&show=samin_1610002 HTTP/1.1,403
10.131.0.1,2017-11-30 19:58:57,GET /contestsubmission.php?id=16&show=samin_1610002 HTTP/1.1,401
10.128.2.1,2017-12-21 15:44:41,GET /robots.txt HTTP/1.1,404
10.130.2.1,2017-11-30 12:16:41,GET /contestsubmission.php?id=3 HTTP/1.1,400
10.128.2.1,2017-12-01 18:11:38,POST /process.php HTTP/1.1,302
10.128.2.1,2017-12-23 04:58:37,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,401
10.128.2.1,2017-11-24 17:29:47,GET /details.php?id=3 HTTP/1.1,401
10.129.2.1,2017-12-01 08:17:35,GET /login.php HTTP/1.1,200
10.131.2.1,2018-01-18 12:47:18,GET /details.php HTTP/1.0,401
10.130.2.1,2017-12-23 04:56:03,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,2018-01-29 20:18:28,GET /details.php?id=44 HTTP/1.1,401
10.131.0.1,2017-11-30 08:47:03,GET /profile.php?user=mkarzymat HTTP/1.1,400
10.131.0.1,2017-11-30 14:40:01,POST /contestsubmission.php HTTP/1.1,400
10.131.2.1,2017-12-15 13:35:43,GET /login.php HTTP/1.1,400
10.131.2.1,2017-11-30 17:07:07,GET / HTTP/1.0,403
10.130.2.1,2017-12-01 06:25:13,GET /showcode.php?id=301&nm=Shawon14012 HTTP/1.1,400
10.130.2.1,2017-12-13 11:53:58,GET /profile.php?user=moshiur_cse15 HTTP/1.1,400
10.131.2.1,2017-11-30 21:00:08,GET /archive.php HTTP/1.1,401
10.130.2.1,2017-11-16 16:17:31,GET /djs/vendor/bootstrap-datetimepicker.js HTTP/1.1,404
10.131.2.1,2017-11-30 15:51:25,GET /js/chart.min.js HTTP/1.1,403
10.129.2.1,2017-11-13 17:59:18,GET /description.php?id=77 HTTP/1.1,401
10.131.0.1,2018-01-29 20:19:15,GET /login.php HTTP/1.1,200
10.130.2.1,2017-11-16 15:32:36,GET /login.php HTTP/1.1,200
10.128.2.1,2017-12-01 07:04:32,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.131.2.1,2017-12-01 15:32:59,GET /css/bootstrap.min.css HTTP/1.1,200
10.129.2.1,2017-11-25 15:48:10,GET /description.php?id=77 HTTP/1.1,403
10.131.0.1,2017-11-17 13:27:56,GET / HTTP/1.1,302
10.131.0.1,2017-11-30 16:30:43,GET /contestsubmission.php?id=16 HTTP/1.1,200
10.130.2.1,2017-11-30 13:39:45,GET / HTTP/1.1,302
10.131.2.1,2017-12-13 11:53:14,GET /profile.php?user=sanaul HTTP/1.1,403
10.131.0.1,2017-11-14 11:20:01,GET /contestproblem.php?name=RUET%20OJ%20Final%20Test HTTP/1.1,400
10.131.2.1,2017-11-30 12:34:33,GET /contestsubmission.php?id=16&show=utshab_1603022 HTTP/1.1,400
10.129.2.1,2017-11-12 05:59:17,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.129.2.1,2017-11-14 16:32:29,GET / HTTP/1.1,302
10.130.2.1,2017-12-13 19:16:51,GET /robots.txt HTTP/1.1,404
10.128.2.1,2017-11-30 06:34:04,GET /announcement.php HTTP/1.1,400
10.130.2.1,2018-01-29 20:26:50,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,2017-12-14 20:06:02,GET /description.php?id=77 HTTP/1.1,401
10.130.2.1,2017-12-18 08:50:48,POST /compile.php HTTP/1.1,200
10.130.2.1,2017-11-30 18:41:49,GET /showcode.php?id=286&nm=Rakib_1603065 HTTP/1.1,403
10.128.2.1,2018-01-29 20:27:53,GET /login.php HTTP/1.1,200
10.128.2.1,2017-11-30 16:15:34,GET /contestsubmission.php?id=13&show=AYSrizon HTTP/1.1,400
10.128.2.1,2018-01-29 20:20:24,GET /login.php HTTP/1.1,200
10.128.2.1,2017-11-19 22:31:08,GET /css/bootstrap.min.css HTTP/1.1,200
10.129.2.1,2017-11-30 12:02:41,GET /css/normalize.css HTTP/1.1,200
10.129.2.1,2017-12-01 13:18:40,GET / HTTP/1.1,302
10.128.2.1,2017-12-03 14:41:48,GET /contestsubmission.php?id=3 HTTP/1.1,200
10.130.2.1,2017-11-14 16:32:33,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,304
10.130.2.1,2017-11-23 19:22:17,GET / HTTP/1.1,200
10.128.2.1,2017-11-30 16:36:07,GET /home.php HTTP/1.1,200
10.130.2.1,2017-11-30 12:53:31,GET /login.php?value=fail HTTP/1.1,200
10.131.0.1,2017-11-19 15:28:52,GET /contestsubmission.php?id=12 HTTP/1.1,401
10.131.2.1,2017-11-16 15:51:03,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.131.2.1,2017-11-30 17:45:51,GET /contest.php HTTP/1.1,403
10.131.0.1,2017-12-18 19:03:06,GET /details.php?name=Adjacency%20List&cod=16 HTTP/1.1,403
10.131.2.1,2017-11-30 15:45:08,GET /description.php?id=78 HTTP/1.1,401
10.129.2.1,2017-12-01 06:28:09,GET /contestproblem.php?name=ROJ%20Testing%20Contest%201 HTTP/1.1,400
10.131.2.1,2017-11-17 18:08:34,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,2018-01-29 20:23:37,GET /login.php HTTP/1.1,200
10.131.0.1,2017-11-30 15:34:03,POST /pcompile.php HTTP/1.1,200
10.130.2.1,2017-11-30 14:55:05,GET /description.php?id=55 HTTP/1.1,400
10.131.2.1,2017-11-30 15:00:06,GET / HTTP/1.1,200
10.131.2.1,2017-11-30 16:09:22,GET /css/bootstrap.min.css.map HTTP/1.1,403
10.130.2.1,2017-12-02 13:27:45,GET /profile.php?user=PKP HTTP/1.1,403
10.131.2.1,2017-12-14 20:14:17,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,403
10.128.2.1,2017-11-11 19:46:54,GET /css/font-awesome.min.css HTTP/1.1,304
10.130.2.1,2017-11-30 14:40:17,GET /logout.php HTTP/1.0,400
10.130.2.1,2017-11-30 15:09:47,GET / HTTP/1.1,200
10.130.2.1,2017-11-23 18:42:10,GET /allsubmission.php HTTP/1.1,403
10.131.2.1,2017-11-30 17:54:31,GET /contestsubmission.php?id=16 HTTP/1.1,200
10.129.2.1,2017-11-30 15:53:48,GET /showcode.php?id=296&nm=bruce HTTP/1.1,403
10.131.2.1,2017-11-30 16:47:37,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,2017-11-30 14:57:15,GET /profile.php?user=emrul_mu HTTP/1.1,403
10.131.2.1,2017-11-25 11:16:36,GET /fonts/fontawesome-webfont.eot?v=4.6.3 HTTP/1.1,400
10.131.2.1,2017-11-29 14:56:00,GET /profile.php?user=uva HTTP/1.1,403
10.129.2.1,2017-12-01 22:23:00,POST /compile.php HTTP/1.1,200
10.130.2.1,2017-11-19 06:52:28,GET /showcode.php?id=290&nm=Rakib_1603065 HTTP/1.1,403
10.131.2.1,2017-12-21 15:44:20,GET /details.php?id=43 HTTP/1.1,403
10.129.2.1,2017-12-16 16:31:09,GET /showcode.php?id=280&nm=shawon HTTP/1.1,400
10.131.0.1,2017-11-30 15:59:08,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,401
10.128.2.1,2017-12-16 15:24:13,GET / HTTP/1.1,302
10.131.2.1,2017-11-18 07:16:25,GET /css/main.css HTTP/1.1,200
10.131.0.1,2017-11-30 15:06:12,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,2017-11-30 18:47:15,GET /profile.php?user=wbreturn HTTP/1.1,401
10.128.2.1,2017-12-14 11:13:28,GET /css/style.css HTTP/1.1,200
10.129.2.1,2018-01-29 20:20:41,GET /showcode.php?id=300&nm=x HTTP/1.1,400
10.128.2.1,2017-11-30 16:16:56,GET /archive.php HTTP/1.0,403
10.130.2.1,2017-11-13 17:59:18,GET /profile.php?user=m.r.saurov HTTP/1.1,401
10.129.2.1,2017-11-29 16:38:16,GET /description.php?id=63 HTTP/1.1,401
10.130.2.1,2017-11-30 16:10:14,GET /details.php?id=46 HTTP/1.1,200
10.128.2.1,2017-11-26 20:00:26,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.130.2.1,2017-11-30 13:01:41,GET /allsubmission.php HTTP/1.1,200
10.131.0.1,2017-12-23 04:56:51,POST /action.php HTTP/1.1,302
10.131.2.1,2017-11-17 13:29:35,GET /contest.php HTTP/1.1,200
10.129.2.1,2017-11-30 16:36:49,GET /contestsubmission.php?id=11 HTTP/1.1,403
10.131.2.1,2017-11-30 15:14:41,GET /contestsubmit.php?id=42 HTTP/1.1,200
10.129.2.1,2017-11-26 21:02:06,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1,2017-11-30 13:03:37,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.131.2.1,2017-11-08 18:44:45,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.2.1,2018-01-18 12:47:18,GET /contestsubmission.php?id=16&show=superman100 HTTP/1.1,403
10.131.2.1,2017-11-29 19:02:33,GET /pcompile.php HTTP/1.1,400
10.131.0.1,2018-01-29 20:21:09,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,2017-11-16 16:17:36,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.128.2.1,2017-11-23 20:19:51,GET /allsubmission.php HTTP/1.1,401
10.131.0.1,2017-12-01 22:21:59,GET /process.php HTTP/1.0,403
10.131.2.1,2017-11-23 18:13:03,POST /compile.php HTTP/1.1,200
10.131.0.1,2017-11-30 16:36:01,GET /css/bootstrap.min.css.map HTTP/1.1,403
10.130.2.1,2017-11-22 23:19:25,GET /profile.php?user=nasif25 HTTP/1.1,403
10.128.2.1,2017-11-12 12:58:12,POST /process.php HTTP/1.1,302
10.131.0.1,2018-01-29 20:27:47,GET /home.php HTTP/1.1,302
10.129.2.1,2017-11-26 18:35:56,GET /allsubmission.php?name=zerocool HTTP/1.1,403
10.131.0.1,2018-01-29 20:24:54,GET /login.php HTTP/1.1,200
10.131.2.1,2017-11-24 09:36:33,GET /editcontest.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,400
10.130.2.1,2017-11-17 05:20:59,GET /description.php?id=73 HTTP/1.1,403
10.128.2.1,2018-01-29 20:18:32,GET /login.php HTTP/1.1,200
10.129.2.1,2017-11-30 17:14:57,GET /profile.php?user=mdshs.shanto HTTP/1.1,403
10.130.2.1,2017-11-30 16:03:30,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.130.2.1,2017-11-16 08:23:11,GET / HTTP/1.1,302
10.130.2.1,2017-11-30 15:15:00,GET /profile.php?user=saif_1603035 HTTP/1.1,401
10.131.0.1,2017-11-29 17:56:43,POST /action.php HTTP/1.1,302
10.131.0.1,2018-01-16 07:21:16,GET /css/normalize.css HTTP/1.1,200
10.131.2.1,2017-11-19 22:30:23,GET /login.php HTTP/1.1,200
10.131.0.1,2017-11-30 20:33:53,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,2018-01-29 20:20:35,GET /allsubmission.php?page=2 HTTP/1.1,400
10.131.0.1,2017-11-30 15:47:59,GET /contestsubmission.php?id=16 HTTP/1.1,200
10.128.2.1,2017-12-15 13:35:57,GET /archive.php HTTP/1.1,200
10.130.2.1,2017-11-30 12:33:47,GET /login.php HTTP/1.1,200
10.131.0.1,2018-01-29 20:20:51,GET /login.php HTTP/1.1,200
10.130.2.1,2017-11-11 19:40:44,GET /showcode.php?id=284&nm=xyz_xyz HTTP/1.1,200
10.129.2.1,2017-11-17 05:20:59,GET /css/bootstrap.min.css HTTP/1.1,304
10.129.2.1,2017-11-30 14:56:29,GET / HTTP/1.1,200
10.131.0.1,2017-11-30 15:06:33,GET /details.php?id=43 HTTP/1.1,200
10.129.2.1,2017-11-30 09:35:30,GET /css/bootstrap.min.css HTTP/1.1,200
10.128.2.1,2017-12-15 08:55:23,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1,2017-11-26 19:53:01,GET /contestsubmission.php?id=3 HTTP/1.1,401
10.129.2.1,2017-11-29 18:17:54,GET /description.php?id=64 HTTP/1.1,200
10.128.2.1,2017-11-25 21:39:48,GET /robots.txt HTTP/1.1,400
10.129.2.1,2017-11-26 18:03:09,GET / HTTP/1.1,302
10.131.2.1,2017-11-30 12:11:04,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1,2017-11-30 15:44:58,GET /contestsubmit.php?id=45 HTTP/1.1,200
10.131.2.1,2017-11-30 16:06:28,GET /description.php?id=55 HTTP/1.1,400
10.131.0.1,2017-12-20 17:21:52,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.130.2.1,2017-11-30 12:43:54,POST /archive.php HTTP/1.1,400
10.131.2.1,2017-11-12 11:18:28,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1,2017-11-30 14:06:35,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,2017-11-30 16:06:18,GET /css/normalize.css HTTP/1.1,304
10.131.2.1,2017-11-30 12:02:41,GET /fonts/fontawesome-webfont.woff?v=4.6.3 HTTP/1.1,200
10.128.2.1,2017-12-17 18:43:27,GET /archive.php?page=2 HTTP/1.1,403
10.131.0.1,2017-12-13 08:05:35,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1,2017-11-25 11:16:48,GET /standings.php?id=12 HTTP/1.1,400
10.130.2.1,2018-01-29 20:23:50,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.129.2.1,2017-11-30 16:22:42,GET /edit.php?name=ashadullah HTTP/1.1,401
10.130.2.1,2017-12-02 13:26:25,GET /profile.php?user=m.r.saurov HTTP/1.1,401
10.129.2.1,2017-11-08 01:36:22,GET /contestproblem.php?name=RUET%20OJ%20Testing%20Contest%203 HTTP/1.1,401
10.131.0.1,2017-11-11 19:42:26,GET /djs/vendor/bootstrap-datetimepicker.js HTTP/1.1,404
10.130.2.1,2017-12-01 14:58:34,POST /contestproblem.php HTTP/1.1,403
10.129.2.1,2017-12-15 13:35:55,GET /profile.php?user=sammm HTTP/1.1,400
10.130.2.1,2017-11-30 18:00:46,GET /standings.php?id=16 HTTP/1.1,200
10.131.2.1,2017-11-30 16:13:09,GET /contest.php HTTP/1.1,400
10.131.0.1,2018-01-29 20:23:29,GET /home.php HTTP/1.1,302
10.131.2.1,2017-11-25 15:29:23,GET /allsubmission.php?name=moshiur_cse15 HTTP/1.1,400
10.130.2.1,2017-12-13 01:09:41,GET /home.php HTTP/1.0,403
10.131.0.1,2017-11-13 10:22:53,GET / HTTP/1.1,302
10.128.2.1,2017-11-30 16:09:05,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1,2017-11-19 06:53:57,GET /profile.php?user=mahadi HTTP/1.1,400
10.131.0.1,2017-12-18 19:04:09,GET /compiler.php HTTP/1.1,200
10.130.2.1,2017-12-14 15:32:04,GET /showcode.php?id=290&nm=Rakib_1603065 HTTP/1.1,400
10.131.0.1,2018-01-29 20:25:14,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,2017-11-09 15:16:25,GET /contestsubmission.php?id=3&show=shawon HTTP/1.1,401
10.128.2.1,2017-11-30 20:06:53,GET /css/bootstrap.min.css HTTP/1.1,200
10.128.2.1,2017-11-23 13:52:03,GET /dcss/bootstrap-datetimepicker.min.css HTTP/1.1,401
10.129.2.1,2017-11-29 18:26:28,GET /submit.php?id=55 HTTP/1.1,403
10.131.0.1,2017-11-11 19:45:04,GET /contest.php HTTP/1.1,200
10.129.2.1,2017-11-30 15:00:55,GET /process.php HTTP/1.0,401
10.130.2.1,2018-01-29 20:20:33,GET /login.php HTTP/1.1,200
10.128.2.1,2017-11-30 19:59:00,GET /contest.php HTTP/1.1,403
10.128.2.1,2017-11-23 07:25:51,GET /contestproblem.php HTTP/1.0,403
10.129.2.1,2017-11-30 16:54:54,POST /pcompile.php HTTP/1.1,200
10.128.2.1,2017-11-09 23:14:49,GET /login.php HTTP/1.1,200
10.131.2.1,2017-11-12 12:57:49,GET /djs/bootstrap-datetimepicker.js HTTP/1.1,401
10.131.2.1,2017-11-30 18:46:12,GET /description.php?id=71 HTTP/1.1,401
10.128.2.1,2018-01-29 20:21:45,GET /home.php HTTP/1.1,302
10.130.2.1,2017-11-17 18:20:30,GET /archive.php HTTP/1.0,400
10.128.2.1,2017-11-30 15:12:35,GET /setproblem.php HTTP/1.1,403
10.129.2.1,2017-11-30 16:37:15,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,2017-11-24 06:41:33,POST /compile.php HTTP/1.1,200
10.128.2.1,2017-11-30 13:12:08,GET /css/style.css HTTP/1.1,200
10.129.2.1,2017-11-23 07:23:03,GET /archive.php HTTP/1.1,200
10.129.2.1,2017-12-21 22:23:00,GET /details.php?id=37 HTTP/1.1,401
10.128.2.1,2017-11-17 13:27:57,GET /announcement.php HTTP/1.1,400
10.130.2.1,2017-12-13 14:22:01,GET /login.php HTTP/1.1,200
10.131.2.1,2017-11-30 14:45:17,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.130.2.1,2018-01-29 20:22:42,GET /css/bootstrap.min.css HTTP/1.1,200
10.130.2.1,2017-12-21 15:44:29,GET /home.php HTTP/1.1,200
10.131.0.1,2017-12-18 09:20:30,GET /compiler.php HTTP/1.1,200
10.129.2.1,2017-11-30 16:59:09,GET /contestproblem.php?name=ncpc%202016 HTTP/1.1,403
10.131.0.1,2017-11-30 12:06:08,GET /css/main.css HTTP/1.1,200
10.129.2.1,2017-11-30 16:09:33,POST /process.php HTTP/1.1,302
10.128.2.1,2017-11-30 12:10:50,GET /js/vendor/moment.min.js HTTP/1.1,200
10.128.2.1,2017-11-23 18:43:42,GET /edit.php?name=ashadullah HTTP/1.1,401
10.129.2.1,2018-01-29 20:18:50,GET /dboot/js/bootstrap.min.js HTTP/1.1,400
10.130.2.1,2017-11-29 14:33:23,GET /showcode.php?id=289&nm=Rakib_1603065 HTTP/1.1,401
10.130.2.1,2017-11-30 19:59:09,GET /home.php HTTP/1.1,200
10.130.2.1,2018-01-29 20:20:46,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,2017-12-01 16:53:01,POST /compile.php HTTP/1.1,200
10.130.2.1,2017-11-30 17:07:26,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,400
10.131.2.1,2017-11-12 11:18:27,GET /login.php HTTP/1.1,200
10.130.2.1,2017-11-26 19:56:05,GET /contest.php HTTP/1.1,200
10.131.2.1,2017-11-17 03:56:09,POST /archive.php HTTP/1.1,403
10.129.2.1,2017-11-30 16:06:35,GET /description.php?id=73 HTTP/1.1,401
10.128.2.1,2017-11-16 16:12:16,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.131.0.1,2017-11-30 18:18:44,GET /standings.php HTTP/1.0,401
10.131.2.1,2017-11-17 13:37:21,GET / HTTP/1.1,302
10.128.2.1,2017-11-25 21:44:26,GET /contestproblem.php?name=ncpc_ruet HTTP/1.1,403
10.128.2.1,2017-11-30 18:02:49,GET /css/main.css HTTP/1.1,401
10.128.2.1,2017-11-29 18:40:18,GET /editcontestproblem.php?id=45 HTTP/1.1,403
10.131.0.1,2017-11-30 21:29:16,GET /djs/vendor/bootstrap-datetimepicker.js HTTP/1.1,401
10.129.2.1,2017-11-30 16:40:37,GET /logout.php HTTP/1.0,401
10.130.2.1,2017-11-30 10:40:37,GET /home.php HTTP/1.1,200
10.130.2.1,2018-01-29 20:23:42,GET /login.php HTTP/1.1,200
10.131.0.1,2017-12-15 19:19:15,GET / HTTP/1.1,200
10.131.0.1,2017-12-19 18:23:57,GET /allsubmission.php?name=moshiur_cse15 HTTP/1.1,401
10.130.2.1,2017-12-17 16:38:36,GET /createadmin.php HTTP/1.1,403
10.129.2.1,2017-11-30 16:15:15,GET /details.php?name=Factorial%20Factorization&cod=16 HTTP/1.1,200
10.129.2.1,2017-11-30 12:02:41,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,2017-12-14 20:06:02,POST /process.php HTTP/1.1,302
10.128.2.1,2018-01-18 12:48:37,GET /contestsubmission.php?id=16 HTTP/1.1,403
10.129.2.1,2017-11-23 07:22:33,GET /details.php?id=42 HTTP/1.1,400
10.128.2.1,2017-12-14 15:31:33,GET /css/font-awesome.min.css HTTP/1.1,200
10.128.2.1,2017-11-30 16:38:06,GET /css/main.css HTTP/1.1,200
10.131.0.1,2018-01-17 00:06:55,GET /css/normalize.css HTTP/1.1,200
10.131.2.1,2017-11-17 18:34:42,GET /home.php HTTP/1.1,400
10.130.2.1,2017-11-30 16:06:29,GET /css/normalize.css HTTP/1.1,200
10.128.2.1,2017-11-30 18:50:55,GET /home.php HTTP/1.1,200
10.131.0.1,2017-11-24 06:17:13,GET /details.php?id=3 HTTP/1.1,401
10.131.0.1,2017-11-24 14:58:50,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1,2017-11-22 05:58:19,GET /login.php HTTP/1.1,200
10.129.2.1,2017-11-11 19:41:44,GET /css/font-awesome.min.css HTTP/1.1,400
10.131.0.1,2018-01-16 07:21:20,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.129.2.1,2017-11-30 17:00:07,GET /details.php?id=34 HTTP/1.1,401
10.129.2.1,2017-11-30 13:02:42,GET /details.php?id=34 HTTP/1.1,403
10.129.2.1,2017-11-22 10:03:41,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1,2017-11-08 03:12:46,GET /login.php HTTP/1.1,200
10.128.2.1,2017-11-30 15:01:19,GET /contestproblem.php?name=Toph%20Contest%202 HTTP/1.1,400
10.131.2.1,2018-01-29 20:26:29,GET /allsubmission.php?page=3 HTTP/1.1,400
10.129.2.1,2017-12-14 20:06:02,GET /submit.php?id=55 HTTP/1.1,403
10.128.2.1,2017-11-09 06:35:25,GET /archive.php?page=2 HTTP/1.1,403
10.130.2.1,2017-11-12 19:43:36,GET /css/main.css HTTP/1.1,200
10.131.0.1,2017-12-02 12:11:05,GET /allsubmission.php HTTP/1.1,200
10.128.2.1,2017-12-01 19:07:38,GET /contestproblem.php?name=ncpc_ruet HTTP/1.1,400
10.130.2.1,2017-11-30 20:52:38,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.131.0.1,2017-11-19 20:59:51,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1,2017-11-29 16:21:47,GET / HTTP/1.1,302
10.131.2.1,2017-11-26 22:18:34,GET /editcontestproblem.php?id=43 HTTP/1.1,200
10.130.2.1,2017-12-18 08:50:21,GET / HTTP/1.0,403
10.129.2.1,2017-11-30 12:50:20,GET /allsubmission.php?name=mahadi HTTP/1.1,401
